Country,Country & Area Code, Rate/Minute ($A) 
Nicaragua - Mobile - Claro,505844, $0.46 
Nicaragua - Mobile - Claro,505849, $0.46 
Nicaragua - Mobile - Claro,505850, $0.46 
Nicaragua - Mobile - Claro,505851, $0.46 
Nicaragua - Mobile - Claro,505852, $0.46 
Nicaragua - Mobile - Claro,505853, $0.46 
Nicaragua - Mobile - Claro,505854, $0.46 
Nicaragua - Mobile - Claro,505860, $0.46 
Nicaragua - Mobile - Claro,505861, $0.46 
Nicaragua - Mobile - Claro,505862, $0.46 
Nicaragua - Mobile - Claro,505863, $0.46 
Nicaragua - Mobile - Claro,505864, $0.46 
Nicaragua - Mobile - Claro,505865, $0.46 
Nicaragua - Mobile - Claro,505866, $0.46 
Nicaragua - Mobile - Claro,505869, $0.46 
Nicaragua - Mobile - Claro,505870, $0.46 
Nicaragua - Mobile - Claro,505871, $0.46 
Nicaragua - Mobile - Claro,505872, $0.46 
Nicaragua - Mobile - Claro,505873, $0.46 
Nicaragua - Mobile - Claro,505874, $0.46 
Nicaragua - Mobile - Claro,505882, $0.46 
Nicaragua - Mobile - Claro,505883, $0.46 
Nicaragua - Mobile - Claro,505884, $0.46 
Nicaragua - Mobile - Claro,505885, $0.46 
Nicaragua - Mobile - Claro,505890, $0.46 
Nicaragua - Mobile - Claro,505891, $0.46 
Nicaragua - Mobile - Claro,505892, $0.46 
Nicaragua - Mobile - Claro,505893, $0.46 
Nicaragua - Mobile - Claro,505894, $0.46 
Nicaragua - Mobile - Movistar,505750, $0.46 
Nicaragua - Mobile - Movistar,505751, $0.46 
Nicaragua - Mobile - Movistar,505752, $0.46 
Nicaragua - Mobile - Movistar,505753, $0.46 
Nicaragua - Mobile - Movistar,505754, $0.46 
Nicaragua - Mobile - Movistar,505755, $0.46 
Nicaragua - Mobile - Movistar,50576, $0.46 
Nicaragua - Mobile - Movistar,50577, $0.46 
Nicaragua - Mobile - Movistar,50578, $0.46 
Nicaragua - Mobile - Movistar,50581, $0.46 
Nicaragua - Mobile - Movistar,505824, $0.46 
Nicaragua - Mobile - Movistar,505825, $0.46 
Nicaragua - Mobile - Movistar,505826, $0.46 
Nicaragua - Mobile - Movistar,505827, $0.46 
Nicaragua - Mobile - Movistar,505828, $0.46 
Nicaragua - Mobile - Movistar,505829, $0.46 
Nicaragua - Mobile - Movistar,505832, $0.46 
Nicaragua - Mobile - Movistar,505837, $0.46 
Nicaragua - Mobile - Movistar,505838, $0.46 
Nicaragua - Mobile - Movistar,505839, $0.46 
Nicaragua - Mobile - Movistar,505845, $0.46 
Nicaragua - Mobile - Movistar,505846, $0.46 
Nicaragua - Mobile - Movistar,505847, $0.46 
Nicaragua - Mobile - Movistar,505848, $0.46 
Nicaragua - Mobile - Movistar,505855, $0.46 
Nicaragua - Mobile - Movistar,505856, $0.46 
Nicaragua - Mobile - Movistar,505857, $0.46 
Nicaragua - Mobile - Movistar,505858, $0.46 
Nicaragua - Mobile - Movistar,505859, $0.46 
Nicaragua - Mobile - Movistar,505867, $0.46 
Nicaragua - Mobile - Movistar,505868, $0.46 
Nicaragua - Mobile - Movistar,505875, $0.46 
Nicaragua - Mobile - Movistar,505876, $0.46 
Nicaragua - Mobile - Movistar,505877, $0.46 
Nicaragua - Mobile - Movistar,505878, $0.46 
Nicaragua - Mobile - Movistar,505879, $0.46 
Nicaragua - Mobile - Movistar,5058802, $0.46 
Nicaragua - Mobile - Movistar,5058803, $0.46 
Nicaragua - Mobile - Movistar,5058804, $0.46 
Nicaragua - Mobile - Movistar,5058805, $0.46 
Nicaragua - Mobile - Movistar,5058806, $0.46 
Nicaragua - Mobile - Movistar,5058807, $0.46 
Nicaragua - Mobile - Movistar,5058808, $0.46 
Nicaragua - Mobile - Movistar,5058809, $0.46 
Nicaragua - Mobile - Movistar,505881, $0.46 
Nicaragua - Mobile - Movistar,505886, $0.46 
Nicaragua - Mobile - Movistar,5058871, $0.46 
Nicaragua - Mobile - Movistar,5058872, $0.46 
Nicaragua - Mobile - Movistar,5058873, $0.46 
Nicaragua - Mobile - Movistar,5058874, $0.46 
Nicaragua - Mobile - Movistar,5058875, $0.46 
Nicaragua - Mobile - Movistar,5058876, $0.46 
Nicaragua - Mobile - Movistar,5058877, $0.46 
Nicaragua - Mobile - Movistar,5058878, $0.46 
Nicaragua - Mobile - Movistar,5058879, $0.46 
Nicaragua - Mobile - Movistar,505888, $0.46 
Nicaragua - Mobile - Movistar,5058893, $0.46 
Nicaragua - Mobile - Movistar,5058894, $0.46 
Nicaragua - Mobile - Movistar,5058895, $0.46 
Nicaragua - Mobile - Movistar,5058896, $0.46 
Nicaragua - Mobile - Movistar,5058897, $0.46 
Nicaragua - Mobile - Movistar,5058898, $0.46 
Nicaragua - Mobile - Movistar,5058899, $0.46 
Nicaragua - Mobile - Movistar,505895, $0.46 
Nicaragua - Mobile - Movistar,505896, $0.46 
Nicaragua - Mobile - Movistar,505897, $0.46 
Nicaragua - Mobile - Movistar,505898, $0.46 
Nicaragua - Mobile - Movistar,505899, $0.46 
Nicaragua - Mobile - Xinwei,505620, $0.58 
Nicaragua - Mobile - Xinwei,505630, $0.58 
Nicaragua - Mobile - Xinwei,505633, $0.58 
Nicaragua - Mobile - Xinwei,505635, $0.58 
Nicaragua - Mobile - Xinwei,505640, $0.58 
Nicaragua - Mobile - Xinwei,505644, $0.58 
Nicaragua - Mobile - Xinwei,505645, $0.58 
Nicaragua - Mobile - Xinwei,505650, $0.58 
Nicaragua - Mobile - Xinwei,505655, $0.58 
Nicaragua - Mobile - Xinwei,505677, $0.58 
Nicaragua - Mobile - Xinwei,50568, $0.58 
Nicaragua - Mobile - Xinwei,505690, $0.58 
Nicaragua - Mobile - Xinwei,505695, $0.58 
Nicaragua - Mobile - Xinwei,505699, $0.58 
Niger,227, $0.70 
Niger - Mobile - Airtel,22798, $0.70 
Niger - Mobile - Airtel,22799, $0.70 
Niger - Mobile - Airtel,22788, $0.70 
Niger - Mobile - Airtel,22789, $0.70 
Niger - Mobile - Airtel,22796, $0.70 
Niger - Mobile - Airtel,22797, $0.70 
Niger - Mobile - Moov,22794, $0.70 
Niger - Mobile - Moov,22795, $0.70 
Niger - Mobile - Moov,22784, $0.70 
Niger - Mobile - Orange,22780, $0.70 
Niger - Mobile - Orange,22790, $0.70 
Niger - Mobile - Orange,22791, $0.70 
Niger - Mobile - Orange,22792, $0.70 
Niger - Mobile - Sahelcom,22793, $0.70 
Nigeria,234, $0.23 
Nigeria - Globacom,2341903, $0.23 
Nigeria - Globacom,2341904, $0.23 
Nigeria - Globacom,2341905, $0.23 
Nigeria - Globacom,2341906, $0.23 
Nigeria - Globacom,2341907, $0.23 
Nigeria - Globacom,2341908, $0.23 
Nigeria - Globacom,2341909, $0.23 
Nigeria - Globacom,2341910, $0.23 
Nigeria - Globacom,2341911, $0.23 
Nigeria - Globacom,2341912, $0.23 
Nigeria - Globacom,2341913, $0.23 
Nigeria - Globacom,2341914, $0.23 
Nigeria - Globacom,2341915, $0.23 
Nigeria - Globacom,2342903, $0.23 
Nigeria - Globacom,2342904, $0.23 
Nigeria - Globacom,2342905, $0.23 
Nigeria - Globacom,2348493, $0.23 
Nigeria - Globacom,2348494, $0.23 
Nigeria - Globacom,2349903, $0.23 
Nigeria - Globacom,2349904, $0.23 
Nigeria - Mobile - Airtel,234701, $0.23 
Nigeria - Mobile - Airtel,234708, $0.23 
Nigeria - Mobile - Airtel,234802, $0.23 
Nigeria - Mobile - Airtel,234808, $0.23 
Nigeria - Mobile - Airtel,234812, $0.23 
Nigeria - Mobile - Airtel,234902, $0.23 
Nigeria - Mobile - Airtel,234907, $0.23 
Nigeria - Mobile - Etisalat,234809, $0.23 
Nigeria - Mobile - Etisalat,234817, $0.23 
Nigeria - Mobile - Etisalat,234818, $0.23 
Nigeria - Mobile - Etisalat,234909, $0.23 
Nigeria - Mobile - Etisalat,234908, $0.23 
Nigeria - Mobile - Globacom,234705, $0.23 
Nigeria - Mobile - Globacom,234805, $0.23 
Nigeria - Mobile - Globacom,234807, $0.23 
Nigeria - Mobile - Globacom,234811, $0.23 
Nigeria - Mobile - Globacom,234815, $0.23 
Nigeria - Mobile - Globacom,234905, $0.23 
Nigeria - Mobile - MTN,234703, $0.23 
Nigeria - Mobile - MTN,234706, $0.23 
Nigeria - Mobile - MTN,234803, $0.23 
Nigeria - Mobile - MTN,234806, $0.23 
Nigeria - Mobile - MTN,234810, $0.23 
Nigeria - Mobile - MTN,234813, $0.23 
Nigeria - Mobile - MTN,234814, $0.23 
Nigeria - Mobile - MTN,234816, $0.23 
Nigeria - Mobile - MTN,234903, $0.23 
Nigeria - Mobile - MTN,234906, $0.23 
Nigeria - Mobile - Ntel,234804, $0.23 
Nigeria - Mobile - Smile,234702, $0.26 
Nigeria - Visafone,2347025, $0.23 
Nigeria - Visafone,2347026, $0.23 
Nigeria - Visafone,234704, $0.23 
Niue,683, $5.00 
Niue - Mobile,6832, $5.00 
Niue - Mobile,6835, $5.00 
Niue - Mobile,6836, $5.00 
Niue - Mobile,6837, $5.00 
Niue - Mobile,6838, $5.00 
Niue - Mobile,6839, $5.00 
Norfolk Island,6723, $3.18 
Norway,47, $0.02 
Norway - Mobile,474, $0.18 
Norway - Mobile,4758, $0.18 
Norway - Mobile,4759, $0.18 
Norway - Mobile,479, $0.18 
Norway - Mobile,4786, $0.18 
Norway - Mobile,4787, $0.18 
Norway - Mobile,4788, $0.18 
Norway - Mobile,4789, $0.18 
Norway - Mobile - Netcom,474000, $0.09 
Norway - Mobile - Netcom,474001, $0.09 
Norway - Mobile - Netcom,474010, $0.09 
Norway - Mobile - Netcom,474011, $0.09 
Norway - Mobile - Netcom,474012, $0.09 
Norway - Mobile - Netcom,474013, $0.09 
Norway - Mobile - Netcom,474014, $0.09 
Norway - Mobile - Netcom,47402, $0.09 
Norway - Mobile - Netcom,47403, $0.09 
Norway - Mobile - Netcom,474045, $0.09 
Norway - Mobile - Netcom,474046, $0.09 
Norway - Mobile - Netcom,474047, $0.09 
Norway - Mobile - Netcom,474048, $0.09 
Norway - Mobile - Netcom,474049, $0.09 
Norway - Mobile - Netcom,474050, $0.09 
Norway - Mobile - Netcom,474055, $0.09 
Norway - Mobile - Netcom,474060, $0.09 
Norway - Mobile - Netcom,474061, $0.09 
Norway - Mobile - Netcom,474062, $0.09 
Norway - Mobile - Netcom,474063, $0.09 
Norway - Mobile - Netcom,474064, $0.09 
Norway - Mobile - Netcom,47407, $0.09 
Norway - Mobile - Netcom,474100, $0.09 
Norway - Mobile - Netcom,474101, $0.09 
Norway - Mobile - Netcom,474106, $0.09 
Norway - Mobile - Netcom,474107, $0.09 
Norway - Mobile - Netcom,474117, $0.09 
Norway - Mobile - Netcom,474118, $0.09 
Norway - Mobile - Netcom,474119, $0.09 
Norway - Mobile - Netcom,47450, $0.09 
Norway - Mobile - Netcom,47451, $0.09 
Norway - Mobile - Netcom,47452, $0.09 
Norway - Mobile - Netcom,474539, $0.09 
Norway - Mobile - Netcom,47454, $0.09 
Norway - Mobile - Netcom,474550, $0.09 
Norway - Mobile - Netcom,474551, $0.09 
Norway - Mobile - Netcom,474559, $0.09 
Norway - Mobile - Netcom,474566, $0.09 
Norway - Mobile - Netcom,474567, $0.09 
Norway - Mobile - Netcom,474568, $0.09 
Norway - Mobile - Netcom,474569, $0.09 
Norway - Mobile - Netcom,474576, $0.09 
Norway - Mobile - Netcom,474577, $0.09 
Norway - Mobile - Netcom,474578, $0.09 
Norway - Mobile - Netcom,474579, $0.09 
Norway - Mobile - Netcom,474583, $0.09 
Norway - Mobile - Netcom,474584, $0.09 
Norway - Mobile - Netcom,474586, $0.09 
Norway - Mobile - Netcom,474591, $0.09 
Norway - Mobile - Netcom,474593, $0.09 
Norway - Mobile - Netcom,474594, $0.09 
Norway - Mobile - Netcom,47460, $0.09 
Norway - Mobile - Netcom,474630, $0.09 
Norway - Mobile - Netcom,474631, $0.09 
Norway - Mobile - Netcom,474632, $0.09 
Norway - Mobile - Netcom,474633, $0.09 
Norway - Mobile - Netcom,47464, $0.09 
Norway - Mobile - Netcom,474650, $0.09 
Norway - Mobile - Netcom,474654, $0.09 
Norway - Mobile - Netcom,474660, $0.09 
Norway - Mobile - Netcom,474661, $0.09 
Norway - Mobile - Netcom,474662, $0.09 
Norway - Mobile - Netcom,474663, $0.09 
Norway - Mobile - Netcom,474670, $0.09 
Norway - Mobile - Netcom,474673, $0.09 
Norway - Mobile - Netcom,474674, $0.09 
Norway - Mobile - Netcom,474675, $0.09 
Norway - Mobile - Netcom,474714, $0.09 
Norway - Mobile - Netcom,474715, $0.09 
Norway - Mobile - Netcom,474716, $0.09 
Norway - Mobile - Netcom,474717, $0.09 
Norway - Mobile - Netcom,474744, $0.09 
Norway - Mobile - Netcom,474754, $0.09 
Norway - Mobile - Netcom,474757, $0.09 
Norway - Mobile - Netcom,474758, $0.09 
Norway - Mobile - Netcom,474759, $0.09 
Norway - Mobile - Netcom,474833, $0.09 
Norway - Mobile - Netcom,474834, $0.09 
Norway - Mobile - Netcom,474837, $0.09 
Norway - Mobile - Netcom,474840, $0.09 
Norway - Mobile - Netcom,474849, $0.09 
Norway - Mobile - Netcom,474850, $0.09 
Norway - Mobile - Netcom,474859, $0.09 
Norway - Mobile - Netcom,474893, $0.09 
Norway - Mobile - Netcom,47580009, $0.08 
Norway - Mobile - Netcom,47920, $0.09 
Norway - Mobile - Netcom,479210, $0.09 
Norway - Mobile - Netcom,479217, $0.09 
Norway - Mobile - Netcom,47922, $0.09 
Norway - Mobile - Netcom,479237, $0.09 
Norway - Mobile - Netcom,47924, $0.09 
Norway - Mobile - Netcom,479257, $0.09 
Norway - Mobile - Netcom,47926, $0.09 
Norway - Mobile - Netcom,479277, $0.09 
Norway - Mobile - Netcom,47928, $0.09 
Norway - Mobile - Netcom,479297, $0.09 
Norway - Mobile - Netcom,47930, $0.09 
Norway - Mobile - Netcom,479317, $0.09 
Norway - Mobile - Netcom,47932, $0.09 
Norway - Mobile - Netcom,479337, $0.09 
Norway - Mobile - Netcom,47934, $0.09 
Norway - Mobile - Netcom,479357, $0.09 
Norway - Mobile - Netcom,47936, $0.09 
Norway - Mobile - Netcom,479377, $0.09 
Norway - Mobile - Netcom,47938, $0.09 
Norway - Mobile - Netcom,479391, $0.09 
Norway - Mobile - Netcom,479410, $0.09 
Norway - Mobile - Netcom,479411, $0.09 
Norway - Mobile - Netcom,479412, $0.09 
Norway - Mobile - Netcom,47942, $0.09 
Norway - Mobile - Netcom,479442, $0.09 
Norway - Mobile - Netcom,479443, $0.09 
Norway - Mobile - Netcom,479447, $0.09 
Norway - Mobile - Netcom,479448, $0.09 
Norway - Mobile - Netcom,479449, $0.09 
Norway - Mobile - Netcom,479664, $0.09 
Norway - Mobile - Netcom,479692, $0.09 
Norway - Mobile - Netcom,47980, $0.09 
Norway - Mobile - Netcom,479815, $0.09 
Norway - Mobile - Netcom,479816, $0.09 
Norway - Mobile - Netcom,479817, $0.09 
Norway - Mobile - Netcom,479818, $0.09 
Norway - Mobile - Netcom,479819, $0.09 
Norway - Mobile - Netcom,47982, $0.09 
Norway - Mobile - Netcom,479830, $0.09 
Norway - Mobile - Netcom,479831, $0.09 
Norway - Mobile - Netcom,479832, $0.09 
Norway - Mobile - Netcom,479833, $0.09 
Norway - Mobile - Netcom,479834, $0.09 
Norway - Mobile - Netcom,479835, $0.09 
Norway - Mobile - Netcom,479836, $0.09 
Norway - Mobile - Netcom,479837, $0.09 
Norway - Mobile - Netcom,47984, $0.09 
Norway - Mobile - Netcom,479854, $0.09 
Norway - Mobile - Netcom,47986, $0.09 
Norway - Mobile - Netcom,479876, $0.09 
Norway - Mobile - Netcom,47988, $0.09 
Norway - Mobile - Netcom,479899, $0.09 
Norway - Mobile - Netcom,479967, $0.09 
Norway - Mobile - Netcom,479968, $0.09 
Norway - Mobile - Tele2,47412, $0.10 
Norway - Mobile - Tele2,47413, $0.10 
Norway - Mobile - Tele2,474723, $0.10 
Norway - Mobile - Tele2,474724, $0.10 
Norway - Mobile - Tele2,474725, $0.10 
Norway - Mobile - Tele2,474726, $0.10 
Norway - Mobile - Tele2,474727, $0.10 
Norway - Mobile - Tele2,474728, $0.10 
Norway - Mobile - Tele2,474729, $0.10 
Norway - Mobile - Tele2,47473, $0.10 
Norway - Mobile - Telenor,474589, $0.09 
Norway - Mobile - Telenor,474611, $0.09 
Norway - Mobile - Telenor,474612, $0.09 
Norway - Mobile - Telenor,474613, $0.09 
Norway - Mobile - Telenor,474614, $0.09 
Norway - Mobile - Telenor,474615, $0.09 
Norway - Mobile - Telenor,474616, $0.09 
Norway - Mobile - Telenor,474617, $0.09 
Norway - Mobile - Telenor,474618, $0.09 
Norway - Mobile - Telenor,474619, $0.09 
Norway - Mobile - Telenor,474628, $0.09 
Norway - Mobile - Telenor,474629, $0.09 
Norway - Mobile - Telenor,474666, $0.09 
Norway - Mobile - Telenor,474667, $0.09 
Norway - Mobile - Telenor,47468, $0.09 
Norway - Mobile - Telenor,474690, $0.09 
Norway - Mobile - Telenor,474691, $0.09 
Norway - Mobile - Telenor,474692, $0.09 
Norway - Mobile - Telenor,474693, $0.09 
Norway - Mobile - Telenor,474694, $0.09 
Norway - Mobile - Telenor,474695, $0.09 
Norway - Mobile - Telenor,474696, $0.09 
Norway - Mobile - Telenor,474718, $0.09 
Norway - Mobile - Telenor,474719, $0.09 
Norway - Mobile - Telenor,474720, $0.09 
Norway - Mobile - Telenor,474721, $0.09 
Norway - Mobile - Telenor,474722, $0.09 
Norway - Mobile - Telenor,474750, $0.09 
Norway - Mobile - Telenor,474751, $0.09 
Norway - Mobile - Telenor,47476, $0.09 
Norway - Mobile - Telenor,474770, $0.09 
Norway - Mobile - Telenor,474771, $0.09 
Norway - Mobile - Telenor,474775, $0.09 
Norway - Mobile - Telenor,474776, $0.09 
Norway - Mobile - Telenor,474778, $0.09 
Norway - Mobile - Telenor,47478, $0.09 
Norway - Mobile - Telenor,474790, $0.09 
Norway - Mobile - Telenor,474798, $0.09 
Norway - Mobile - Telenor,474799, $0.09 
Norway - Mobile - Telenor,47480, $0.09 
Norway - Mobile - Telenor,47481, $0.09 
Norway - Mobile - Telenor,47482, $0.09 
Norway - Mobile - Telenor,474830, $0.09 
Norway - Mobile - Telenor,474842, $0.09 
Norway - Mobile - Telenor,47580000, $0.08 
Norway - Mobile - Telenor,475800020, $0.08 
Norway - Mobile - Telenor,4758000210, $0.08 
Norway - Mobile - Telenor,47580010, $0.08 
Norway - Mobile - Telenor,47900, $0.09 
Norway - Mobile - Telenor,47901, $0.09 
Norway - Mobile - Telenor,47902, $0.09 
Norway - Mobile - Telenor,479036, $0.09 
Norway - Mobile - Telenor,479040, $0.09 
Norway - Mobile - Telenor,479041, $0.09 
Norway - Mobile - Telenor,479047, $0.09 
Norway - Mobile - Telenor,47905, $0.09 
Norway - Mobile - Telenor,47906, $0.09 
Norway - Mobile - Telenor,47907, $0.09 
Norway - Mobile - Telenor,47908, $0.09 
Norway - Mobile - Telenor,47909, $0.09 
Norway - Mobile - Telenor,479100, $0.09 
Norway - Mobile - Telenor,47911, $0.09 
Norway - Mobile - Telenor,479124, $0.09 
Norway - Mobile - Telenor,47913, $0.09 
Norway - Mobile - Telenor,47915, $0.09 
Norway - Mobile - Telenor,47916, $0.09 
Norway - Mobile - Telenor,47917, $0.09 
Norway - Mobile - Telenor,47918, $0.09 
Norway - Mobile - Telenor,479191, $0.09 
Norway - Mobile - Telenor,479199, $0.09 
Norway - Mobile - Telenor,479400, $0.09 
Norway - Mobile - Telenor,479401, $0.09 
Norway - Mobile - Telenor,479402, $0.09 
Norway - Mobile - Telenor,479403, $0.09 
Norway - Mobile - Telenor,479405, $0.09 
Norway - Mobile - Telenor,47941, $0.09 
Norway - Mobile - Telenor,479474, $0.09 
Norway - Mobile - Telenor,479475, $0.09 
Norway - Mobile - Telenor,479476, $0.09 
Norway - Mobile - Telenor,479477, $0.09 
Norway - Mobile - Telenor,479478, $0.09 
Norway - Mobile - Telenor,479479, $0.09 
Norway - Mobile - Telenor,47948, $0.09 
Norway - Mobile - Telenor,479490, $0.09 
Norway - Mobile - Telenor,479497, $0.09 
Norway - Mobile - Telenor,479498, $0.09 
Norway - Mobile - Telenor,47950, $0.09 
Norway - Mobile - Telenor,47951, $0.09 
Norway - Mobile - Telenor,47952, $0.09 
Norway - Mobile - Telenor,479530, $0.09 
Norway - Mobile - Telenor,479533, $0.09 
Norway - Mobile - Telenor,479536, $0.09 
Norway - Mobile - Telenor,47954, $0.09 
Norway - Mobile - Telenor,479552, $0.09 
Norway - Mobile - Telenor,479555, $0.09 
Norway - Mobile - Telenor,47957, $0.09 
Norway - Mobile - Telenor,47958, $0.09 
Norway - Mobile - Telenor,47959, $0.09 
Norway - Mobile - Telenor,479601, $0.09 
Norway - Mobile - Telenor,479604, $0.09 
Norway - Mobile - Telenor,479609, $0.09 
Norway - Mobile - Telenor,479620, $0.09 
Norway - Mobile - Telenor,479622, $0.09 
Norway - Mobile - Telenor,479623, $0.09 
Norway - Mobile - Telenor,479650, $0.09 
Norway - Mobile - Telenor,479651, $0.09 
Norway - Mobile - Telenor,479660, $0.09 
Norway - Mobile - Telenor,479661, $0.09 
Norway - Mobile - Telenor,479662, $0.09 
Norway - Mobile - Telenor,479663, $0.09 
Norway - Mobile - Telenor,479689, $0.09 
Norway - Mobile - Telenor,479690, $0.09 
Norway - Mobile - Telenor,479691, $0.09 
Norway - Mobile - Telenor,47970, $0.09 
Norway - Mobile - Telenor,47971, $0.09 
Norway - Mobile - Telenor,479740, $0.09 
Norway - Mobile - Telenor,479741, $0.09 
Norway - Mobile - Telenor,479742, $0.09 
Norway - Mobile - Telenor,479743, $0.09 
Norway - Mobile - Telenor,479746, $0.09 
Norway - Mobile - Telenor,479747, $0.09 
Norway - Mobile - Telenor,479748, $0.09 
Norway - Mobile - Telenor,479749, $0.09 
Norway - Mobile - Telenor,47975, $0.09 
Norway - Mobile - Telenor,47976, $0.09 
Norway - Mobile - Telenor,47977, $0.09 
Norway - Mobile - Telenor,479795, $0.09 
Norway - Mobile - Telenor,479796, $0.09 
Norway - Mobile - Telenor,479797, $0.09 
Norway - Mobile - Telenor,479798, $0.09 
Norway - Mobile - Telenor,479799, $0.09 
Norway - Mobile - Telenor,479910, $0.09 
Norway - Mobile - Telenor,479911, $0.09 
Norway - Mobile - Telenor,479912, $0.09 
Norway - Mobile - Telenor,479915, $0.09 
Norway - Mobile - Telenor,479916, $0.09 
Norway - Mobile - Telenor,47992, $0.09 
Norway - Mobile - Telenor,47993, $0.09 
Norway - Mobile - Telenor,47994, $0.09 
Norway - Mobile - Telenor,47995, $0.09 
Norway - Mobile - Telenor,47999, $0.09 
Norway - Mobile - Telenor,479838, $0.09 
Norway - Mobile - Telenor,479839, $0.09 
Norway - Mobile - Telenor,47985, $0.09 
Norway - Mobile - Telenor,47987, $0.09 
Norway - Mobile - Telenor,47989, $0.09 
Norway - Mobile - Telenor,47990, $0.09 
Norway - Mobile - Telenor,47996, $0.09 
Norway - Mobile - Telenor,47997, $0.09 
Norway - Mobile - Telenor,479980, $0.09 
Norway - Mobile - Telenor,479981, $0.09 
Norway - Mobile - Telenor,479982, $0.09 
Norway - Mobile - Telenor,479983, $0.09 
Norway - Mobile - Telenor,479984, $0.09 
Norway - Mobile - Telenor,474004, $0.09 
Norway - Mobile - Telenor,474005, $0.09 
Norway - Mobile - Telenor,474006, $0.09 
Norway - Mobile - Telenor,474007, $0.09 
Norway - Mobile - Telenor,474008, $0.09 
Norway - Mobile - Telenor,474009, $0.09 
Norway - Mobile - Telenor,474015, $0.09 
Norway - Mobile - Telenor,474016, $0.09 
Norway - Mobile - Telenor,474017, $0.09 
Norway - Mobile - Telenor,474018, $0.09 
Norway - Mobile - Telenor,474019, $0.09 
Norway - Mobile - Telenor,474084, $0.09 
Norway - Mobile - Telenor,474085, $0.09 
Norway - Mobile - Telenor,474086, $0.09 
Norway - Mobile - Telenor,474087, $0.09 
Norway - Mobile - Telenor,474088, $0.09 
Norway - Mobile - Telenor,474089, $0.09 
Norway - Mobile - Telenor,474110, $0.09 
Norway - Mobile - Telenor,474111, $0.09 
Norway - Mobile - Telenor,474112, $0.09 
